Application,Application ID,Platform,Platform ID
Halo: The Master Chief Collection,1402418089332834455,xbox,9NTM9HXNLSZX
Halo: The Master Chief Collection,1402418089332834455,xbox,9N6VPDLQDVT5
Halo: The Master Chief Collection,1402418089332834455,xbox,812065290
Halo: The Master Chief Collection,1402418089332834455,xbox,BPK4ZKFCFL5G
Phasmophobia,1402418103702524046,xbox,9N6D60SBZN05
Temtem,1402418124149493920,xbox,9P0Z98J1NF4H
Temtem,1402418124149493920,xbox,9MVXZMRQXHSF
Temtem,1402418124149493920,xbox,9N26MLBL16KF
Realm Royale Reforged,1402418132219596941,xbox,C35NTVN04WK5/0001
Realm Royale Reforged,1402418132219596941,xbox,C35NTVN04WK5
Divinity: Original Sin II - Definitive Edition,1402418171662569542,xbox,BW8PVL4CJ2Q6
SOMA,1402418185336258771,xbox,C23M2TC1ZFPJ
Bad North,1402418202809733360,xbox,BR47R4J78FH8
Bad North,1402418202809733360,xbox,9N4T8VCMQVDT
Dead Cells,1402418233633669170,xbox,9NKVX66J0ZSK
Dead Cells,1402418233633669170,xbox,BQSCNS1T8PHQ
Descenders,1402418236435206274,xbox,C37XBX7DCBZ0
Forsaken Remastered,1402418242924052611,xbox,BQMPK93Q7561
Mutant Year Zero: Road to Eden,1402418252352847882,xbox,9NMP9B9KMKLF
Age of Empires II: Definitive Edition,1402418309189603418,xbox,9NJDD0JGPP2Q
Age of Empires II: Definitive Edition,1402418309189603418,xbox,9N42SSSX2MTG
Age of Empires II: Definitive Edition,1402418309189603418,xbox,9N2Z748SPMTM
Subnautica,1402418337052622949,xbox,BX3S1Q5DVHRD
Hades,1402418342127472751,xbox,9P8DL6W0JBB8
Terraria,1402418344912752671,xbox,BTNPS60N3114
Borderlands 3,1402418366488248361,xbox,C4MJQHMNFC98
Borderlands 3,1402418366488248361,xbox,9NDDHR8STXQL
Borderlands 3,1402418366488248361,xbox,9NRPQ7Z4Q2D7
Borderlands 3,1402418366488248361,xbox,9NK6X8JHTQSS
Borderlands 3,1402418366488248361,xbox,C34NB0F1B5WQ
Borderlands 3,1402418366488248361,xbox,BTKGPC4331HC
Black Desert,1402418374851432561,xbox,BTPDCJXNFSZL
Black Desert,1402418374851432561,xbox,9MVQ1DSCL8J0
Black Desert,1402418374851432561,xbox,9NR5VK93WWJT
Black Desert,1402418374851432561,xbox,9NHTKF1ZQRJZ
Black Desert,1402418374851432561,xbox,9PJ4WXL83DHB
Black Desert,1402418374851432561,xbox,9MV3GD832MMC
Black Desert,1402418374851432561,xbox,9N3RDF5LJVL2
Black Desert,1402418374851432561,xbox,9NFQD2R68GLM
Frostpunk,1402418379041804348,xbox,9NP539LHJD8S
Frostpunk,1402418379041804348,xbox,9NS0KH25D76X
Death Stranding,1402418429973233786,xbox,9NQGN8TGNT8P
Death Stranding,1402418429973233786,xbox,9NKCHZZTL308
Crypt of the NecroDancer,1402418433307447446,xbox,BZHL37CPGP4X
ELDEN RING,1402418436809953330,xbox,9N3VK2M8W2B9
ELDEN RING,1402418436809953330,xbox,9NKHCH8TQ717
